iter	Passed	Remaining
147	788	4540
148	791	4520
149	794	4501
150	797	4482
151	800	4464
152	802	4444
153	806	4431
154	810	4417
155	814	4404
156	817	4391
157	821	4377
158	824	4362
159	828	4349
160	832	4338
161	836	4327
162	839	4312
163	843	4300
164	847	4287
165	850	4273
166	853	4256
167	855	4239
168	859	4224
169	861	4208
170	864	4192
171	867	4177
172	870	4162
173	873	4147
174	876	4132
175	879	4117
176	882	4103
177	885	4087
178	887	4072
179	891	4059
180	893	4045
181	897	4035
182	901	4022
183	904	4011
184	907	3996
185	910	3982
186	913	3969
187	915	3956
188	919	3945
189	922	3932
190	925	3919
191	928	3906
192	931	3893
193	934	3881
194	937	3871
195	941	3861
196	944	3849
197	947	3836
198	950	3826
199	953	3813
200	956	3801
201	959	3789
202	962	3777
203	965	3767
204	968	3754
205	971	3744
206	974	3733
207	977	3722
208	980	3711
209	983	3699
210	986	3688
211	989	3677
212	992	3665
213	995	3655
214	999	3647
215	1002	3639
216	1005	3628
217	1008	3618
218	1011	3607
219	1014	3598
220	1017	3587
221	1020	3577
222	1023	3567
223	1027	3559
224	1030	3551
225	1034	3541
226	1036	3531
227	1040	3521
228	1042	3511
229	1045	3501
230	1048	3491
231	1051	3481
232	1055	3473
233	1057	3462
234	1060	3453
235	1063	3442
236	1066	3433
237	1069	3424
238	1072	3414
239	1075	3405
240	1078	3395
241	1080	3385
242	1084	3377
243	1088	3371
244	1091	3364
245	1095	3356
246	1099	3351
247	1103	3344
248	1106	3337
249	1109	3328
250	1112	3319
251	1115	3312
252	1119	3305
253	1122	3297
254	1125	3288
255	1128	3280
256	1131	3272
257	1134	3263
258	1137	3254
259	1140	3246
260	1143	3237
261	1146	3230
262	1149	3221
263	1152	3213
264	1155	3204
265	1158	3195
266	1161	3188
267	1164	3180
268	1167	3171
269	1169	3163
270	1172	3154
271	1176	3148
272	1179	3139
273	1181	3131
274	1184	3122
275	1187	3114
276	1190	3107
277	1193	3099
278	1196	3091
279	1199	3083
280	1202	3075
281	1205	3068
282	1208	3061
283	1211	3053
284	1214	3045
285	1216	3037
286	1219	3030
287	1223	3024
288	1227	3018
289	1230	3011
290	1233	3004
291	1236	2997
292	1239	2989
293	1242	2982
294	1244	2975
295	1247	2967
296	1250	2960
297	1253	2953
298	1256	2946
299	1259	2938
300	1262	2931
301	1265	2924
302	1268	2918
303	1271	2910
304	1274	2903
305	1277	2896
306	1280	2889
307	1283	2883
308	1286	2876
309	1289	2869
310	1292	2862
311	1294	2855
312	1298	2849
313	1301	2842
314	1303	2835
315	1306	2828
316	1311	2825
317	1315	2820
318	1318	2814
319	1321	2807
320	1324	2800
321	1327	2794
322	1330	2788
323	1334	2783
324	1337	2777
325	1340	2770
326	1343	2764
327	1346	2758
328	1348	2751
329	1351	2744
330	1354	2737
331	1357	2732
332	1360	2725
333	1363	2718
334	1366	2712
335	1369	2705
336	1372	2700
337	1375	2693
338	1378	2687
339	1381	2681
340	1384	2675
341	1387	2669
342	1390	2663
343	1393	2657
344	1396	2650
345	1398	2644
346	1402	2638
347	1404	2632
348	1408	2626
349	1411	2621
350	1415	2616
351	1418	2611
352	1423	2608
353	1426	2602
354	1429	2597
355	1433	2593
356	1437	2588
357	1440	2582
358	1443	2576
359	1446	2570
360	1448	2564
361	1451	2558
362	1454	2553
363	1457	2547
364	1460	2541
365	1463	2535
366	1466	2530
367	1469	2524
368	1472	2518
369	1475	2512
370	1478	2507
371	1481	2501
372	1484	2495
373	1487	2490
374	1490	2483
375	1493	2478
376	1496	2472
377	1499	2467
378	1502	2462
379	1507	2458
380	1510	2454
381	1514	2450
382	1517	2444
383	1520	2438
384	1523	2434
385	1526	2428
386	1529	2422
387	1532	2416
388	1534	2410
389	1538	2406
390	1541	2400
391	1544	2394
392	1547	2389
393	1550	2384
394	1553	2379
395	1556	2373
396	1559	2368
397	1562	2363
398	1565	2357
399	1568	2352
400	1571	2346
401	1574	2341
402	1576	2336
403	1579	2330
404	1583	2325
405	1586	2320
406	1588	2314
407	1591	2309
408	1594	2304
409	1598	2299
410	1600	2294
411	1603	2288
412	1606	2283
413	1609	2278
414	1613	2275
415	1619	2273
416	1623	2269
417	1627	2265
418	1631	2261
419	1635	2257
420	1638	2253
421	1643	2250
422	1647	2246
423	1650	2242
424	1654	2238
425	1658	2235
426	1662	2231
427	1666	2226
428	1669	2222
429	1673	2218
430	1677	2214
431	1681	2210
432	1685	2206
433	1689	2203
434	1693	2199
435	1697	2195
436	1701	2191
437	1706	2189
438	1710	2186
439	1714	2181
440	1718	2177
441	1721	2173
442	1725	2169
443	1729	2165
444	1733	2162
445	1737	2157
446	1740	2153
447	1744	2149
448	1751	2148
449	1754	2144
450	1758	2140
451	1761	2136
452	1766	2132
453	1769	2127
454	1771	2122
455	1774	2117
456	1777	2112
457	1781	2107
458	1784	2102
459	1787	2097
460	1789	2092
461	1792	2087
462	1796	2083
463	1800	2079
464	1803	2074
465	1805	2069
466	1808	2064
467	1811	2059
468	1814	2054
469	1817	2049
470	1819	2044
471	1823	2039
472	1826	2034
473	1829	2029
474	1831	2024
475	1834	2019
476	1837	2014
477	1840	2009
478	1843	2004
479	1846	2000
480	1849	1995
481	1851	1990
482	1854	1985
483	1857	1980
484	1861	1976
485	1863	1971
486	1866	1966
487	1870	1962
488	1873	1957
489	1876	1953
490	1879	1948
491	1882	1943
492	1885	1939
493	1888	1934
494	1892	1930
495	1895	1925
496	1897	1920
497	1901	1916
498	1905	1912
499	1908	1908
500	1911	1903
501	1914	1898
502	1917	1894
503	1920	1890
504	1924	1886
505	1927	1882
506	1931	1877
507	1933	1872
508	1936	1868
509	1939	1863
510	1942	1859
511	1945	1854
512	1948	1849
513	1951	1845
514	1954	1840
515	1957	1835
516	1960	1831
517	1963	1827
518	1967	1823
519	1971	1819
520	1974	1814
521	1977	1810
522	1979	1805
523	1983	1801
524	1985	1796
525	1989	1792
526	1992	1788
527	1996	1784
528	1999	1780
529	2001	1775
530	2004	1770
531	2008	1767
532	2012	1763
533	2016	1759
534	2020	1755
535	2023	1751
536	2027	1747
537	2031	1744
538	2037	1742
539	2041	1738
540	2045	1735
541	2048	1731
542	2053	1727
543	2056	1724
544	2060	1720
545	2065	1717
546	2069	1713
547	2073	1710
548	2077	1706
549	2081	1703
550	2085	1699
551	2089	1695
552	2093	1691
553	2097	1688
554	2102	1685
555	2106	1682
556	2112	1680
557	2116	1676
558	2120	1672
559	2123	1668
560	2127	1665
561	2131	1661
562	2135	1657
563	2138	1653
564	2142	1649
565	2146	1646
566	2150	1642
567	2154	1638
568	2158	1634
569	2161	1630
570	2164	1626
571	2167	1621
572	2170	1617
573	2173	1612
574	2175	1608
575	2178	1603
576	2181	1599
577	2184	1594
578	2187	1590
579	2191	1586
580	2194	1582
581	2197	1578
582	2200	1573
583	2203	1569
584	2206	1565
585	2209	1560
586	2212	1556
587	2215	1552
588	2218	1547
589	2220	1543
590	2223	1538
591	2226	1534
592	2228	1529
593	2231	1525
594	2234	1521
595	2237	1516
596	2240	1512
597	2243	1508
598	2246	1503
599	2249	1499
600	2252	1495
601	2255	1490
602	2258	1486
603	2261	1482
604	2264	1478
605	2267	1474
606	2269	1469
607	2272	1465
608	2275	1461
609	2280	1457
610	2283	1453
611	2287	1449
612	2290	1446
613	2295	1443
614	2301	1440
615	2305	1437
616	2311	1434
617	2314	1430
618	2317	1426
619	2321	1422
620	2324	1418
621	2328	1415
622	2331	1411
623	2334	1406
624	2338	1403
625	2342	1399
626	2345	1395
627	2348	1391
628	2351	1386
629	2354	1382
630	2357	1378
631	2359	1374
632	2362	1369
633	2365	1365
634	2368	1361
635	2371	1357
636	2374	1353
637	2377	1348
638	2380	1344
639	2383	1340
640	2386	1336
641	2389	1332
642	2391	1328
643	2394	1323
644	2398	1319
645	2400	1315
646	2403	1311
647	2406	1307
648	2409	1303
649	2412	1299
650	2415	1294
651	2418	1290
652	2421	1286
653	2424	1282
654	2427	1278
655	2431	1274
656	2434	1271
657	2437	1267
658	2440	1262
659	2444	1259
660	2447	1255
661	2450	1251
662	2453	1247
663	2456	1243
664	2460	1239
665	2463	1235
666	2466	1231
667	2468	1227
668	2471	1222
669	2474	1218
670	2477	1214
671	2480	1210
672	2483	1206
673	2486	1202
674	2489	1198
675	2492	1194
676	2495	1190
677	2498	1186
678	2501	1182
679	2504	1178
680	2508	1174
681	2512	1171
682	2516	1167
683	2520	1164
684	2524	1160
685	2527	1157
686	2531	1153
687	2536	1150
688	2542	1147
689	2545	1143
690	2550	1140
691	2555	1137
692	2559	1133
693	2563	1130
694	2567	1126
695	2570	1122
696	2574	1119
697	2578	1115
698	2582	1111
699	2586	1108
700	2590	1104
701	2594	1101
702	2598	1097
703	2601	1093
704	2605	1090
705	2609	1086
706	2613	1082
707	2617	1079
708	2621	1075
709	2625	1072
710	2630	1069
711	2634	1065
712	2638	1062
713	2642	1058
714	2646	1054
715	2650	1051
716	2653	1047
717	2658	1044
718	2662	1040
719	2666	1036
720	2670	1033
721	2673	1029
722	2676	1025
723	2679	1021
724	2682	1017
725	2685	1013
726	2688	1009
727	2691	1005
728	2694	1001
729	2697	997
730	2700	993
731	2703	989
732	2706	985
733	2709	981
734	2711	977
735	2715	973
736	2718	970
737	2721	966
738	2724	962
739	2727	958
740	2730	954
741	2734	950
742	2737	946
743	2741	943
744	2745	939
745	2748	935
746	2752	932
747	2755	928
748	2759	924
749	2763	921
750	2766	917
751	2770	913
752	2774	910
753	2778	906
754	2781	902
755	2784	898
756	2787	894
757	2790	890
758	2793	886
759	2796	883
760	2799	879
761	2801	875
762	2805	871
763	2808	867
764	2811	863
765	2814	859
766	2817	855
767	2820	852
768	2824	848
769	2828	844
770	2830	840
771	2833	836
772	2837	833
773	2840	829
774	2843	825
775	2846	821
776	2848	817
777	2852	813
778	2854	809
779	2857	805
780	2860	802
781	2863	798
782	2866	794
783	2869	790
784	2872	786
785	2875	782
786	2877	778
787	2881	775
788	2884	771
789	2887	767
790	2889	763
791	2892	759
792	2895	755
793	2898	751
794	2901	748
795	2903	744
796	2906	740
797	2909	736
798	2913	732
799	2917	729
800	2920	725
801	2923	721
802	2926	717
803	2929	714
804	2933	710
805	2936	706
806	2940	703
807	2943	699
808	2946	695
809	2949	691
810	2951	687
811	2954	684
812	2957	680
813	2960	676
814	2964	672
815	2967	669
816	2970	665
817	2973	661
818	2976	657
819	2979	653
820	2982	650
821	2984	646
822	2988	642
823	2991	638
824	2993	635
825	2996	631
826	2999	627
827	3002	623
828	3005	619
829	3008	616
830	3011	612
831	3013	608
832	3017	604
833	3020	601
834	3024	597
835	3027	593
836	3030	590
837	3033	586
838	3036	582
839	3038	578
840	3041	575
841	3044	571
842	3048	567
843	3050	563
844	3053	560
845	3056	556
846	3059	552
847	3062	548
848	3065	545
849	3068	541
850	3071	537
851	3074	534
852	3077	530
853	3080	526
854	3083	522
855	3086	519
856	3089	515
857	3092	511
858	3095	508
859	3097	504
860	3101	500
861	3103	496
862	3106	493
863	3110	489
864	3114	486
865	3117	482
866	3119	478
867	3123	474
868	3125	471
869	3128	467
870	3131	463
871	3134	460
872	3137	456
873	3140	452
874	3143	449
875	3146	445
876	3149	441
877	3152	438
878	3155	434
879	3157	430
880	3160	426
881	3163	423
882	3166	419
883	3169	415
884	3172	412
885	3175	408
886	3178	404
887	3181	401
888	3184	397
889	3187	393
890	3190	390
891	3193	386
892	3196	383
893	3199	379
894	3202	375
895	3205	372
896	3210	368
897	3213	364
898	3217	361
899	3220	357
900	3223	354
901	3226	350
902	3229	346
903	3233	343
904	3235	339
905	3238	336
906	3241	332
907	3244	328
908	3247	325
909	3250	321
910	3253	317
911	3256	314
912	3259	310
913	3263	307
914	3266	303
915	3268	299
916	3271	296
917	3275	292
918	3277	288
919	3280	285
920	3283	281
921	3286	278
922	3289	274
923	3292	270
924	3296	267
925	3299	263
926	3302	260
927	3306	256
928	3310	253
929	3314	249
930	3318	245
931	3322	242
932	3326	238
933	3329	235
934	3334	231
935	3337	228
936	3341	224
937	3345	221
938	3349	217
939	3353	214
940	3357	210
941	3360	206
942	3365	203
943	3368	199
944	3372	196
945	3375	192
946	3380	189
947	3384	185
948	3387	182
949	3391	178
950	3396	174
951	3399	171
952	3403	167
953	3407	164
954	3412	160
955	3416	157
956	3420	153
957	3425	150
958	3429	146
959	3432	143
960	3436	139
961	3441	135
962	3444	132
963	3448	128
964	3452	125
965	3456	121
966	3460	118
967	3464	114
968	3468	110
969	3472	107
970	3475	103
971	3478	100
972	3481	96
973	3483	93
974	3487	89
975	3490	85
976	3493	82
977	3496	78
978	3499	75
979	3503	71
980	3506	67
981	3509	64
982	3512	60
983	3515	57
984	3518	53
985	3521	49
986	3523	46
987	3526	42
988	3529	39
989	3532	35
990	3535	32
991	3538	28
992	3541	24
993	3544	21
994	3547	17
995	3550	14
996	3553	10
997	3556	7
998	3559	3
999	3562	0
