iter	RMSE
138	0.2458894811
139	0.2446804267
140	0.2442138093
141	0.2430848138
142	0.242121632
143	0.2413531504
144	0.2406575934
145	0.2400256637
146	0.2398765711
147	0.2392291986
148	0.2382608915
149	0.2376159217
150	0.2370471127
151	0.2368741115
152	0.2367061831
153	0.2362425236
154	0.2354841459
155	0.2350512117
156	0.233932702
157	0.2334412104
158	0.2333123627
159	0.2328297829
160	0.2326829162
161	0.2321912524
162	0.2320503848
163	0.2315179657
164	0.2311225519
165	0.2307866946
166	0.2303407755
167	0.2297304824
168	0.2289408264
169	0.2284578903
170	0.2283586185
171	0.227937313
172	0.2271774143
173	0.2266184573
174	0.2260432151
175	0.2254423492
176	0.2248145401
177	0.2244535036
178	0.2239461884
179	0.2232824629
180	0.2227606037
181	0.2223629978
182	0.2219135195
183	0.2213686871
184	0.2213006592
185	0.2205168952
186	0.2199207642
187	0.2194793185
188	0.2190954948
189	0.2184660226
190	0.2179075869
191	0.216909752
192	0.2164580782
193	0.2159470997
194	0.2153139529
195	0.2147877377
196	0.2141399793
197	0.2137240199
198	0.2131929884
199	0.2128336539
200	0.2123455275
201	0.2119121537
202	0.2114137672
203	0.2111301425
204	0.210655281
205	0.2102404227
206	0.2098260949
207	0.2094415744
208	0.2090285171
209	0.2086659234
210	0.2082809045
211	0.2077678057
212	0.2074974735
213	0.2070558801
214	0.2066401308
215	0.2061463116
216	0.205512882
217	0.2051669108
218	0.2048819549
219	0.2038566141
220	0.2035232973
221	0.2032778288
222	0.2027935618
223	0.2024374825
224	0.20197383
225	0.2013017709
226	0.2010837029
227	0.2008549719
228	0.200615727
229	0.2002512743
230	0.199713322
231	0.1995138625
232	0.1989184499
233	0.1985905261
234	0.1979973759
235	0.1976801387
236	0.1973251319
237	0.1967748172
238	0.1965437982
239	0.1962090248
240	0.1958843476
241	0.1954775707
242	0.1947950467
243	0.1942300485
244	0.1939414953
245	0.19352584
246	0.1929492194
247	0.1925758619
248	0.1922883178
249	0.1918810404
250	0.1915398227
251	0.1913470813
252	0.1909419214
253	0.1905636812
254	0.1898030639
255	0.1895299838
256	0.1893005464
257	0.1890957384
258	0.1887509282
259	0.1884022024
260	0.1879495331
261	0.1877096778
262	0.1874872536
263	0.1870104908
264	0.1867342827
265	0.1864268498
266	0.1862170306
267	0.1858732177
268	0.1855166752
269	0.1853213173
270	0.1851466597
271	0.1848196638
272	0.1840923676
273	0.1838280596
274	0.1834193288
275	0.1831091663
276	0.1828588622
277	0.1824804576
278	0.1823169548
279	0.1821433735
280	0.1816879893
281	0.1811720731
282	0.1809169205
283	0.1806217527
284	0.1804488775
285	0.1799861768
286	0.179805808
287	0.1795845088
288	0.1794492588
289	0.1790752485
290	0.1786630305
291	0.1782841902
292	0.1779708395
293	0.1775876506
294	0.1772151572
295	0.1766511328
296	0.1764664184
297	0.1760633411
298	0.1756973304
299	0.1754185492
300	0.1750967377
301	0.174957371
302	0.1746432613
303	0.1744018528
304	0.1742041983
305	0.1739722341
306	0.1737607467
307	0.1734749929
308	0.1732042101
309	0.1730495728
310	0.1728276925
311	0.1725624753
312	0.1723922131
313	0.1721031549
314	0.1718529584
315	0.1717489905
316	0.1714624443
317	0.1713188408
318	0.1710125167
319	0.170820081
320	0.1705641205
321	0.1702787424
322	0.1700110379
323	0.1698617859
324	0.1696272971
325	0.1695107162
326	0.1693440613
327	0.1690122075
328	0.1688068185
329	0.1686185174
330	0.1683484963
331	0.1680762591
332	0.1679396001
333	0.1677550529
334	0.1675965988
335	0.1674551943
336	0.1673256695
337	0.1671770569
338	0.1669849681
339	0.1667823504
340	0.1666238889
341	0.1664785725
342	0.166233258
343	0.1660414233
344	0.1658397023
345	0.1656522113
346	0.1654967697
347	0.1653904481
348	0.1652534486
349	0.1650358421
350	0.1648809271
351	0.1647286946
352	0.1646006473
353	0.1643806797
354	0.1642724203
355	0.1640576257
356	0.163833109
357	0.1636513981
358	0.163542904
359	0.1634394546
360	0.1631774356
361	0.1630029438
362	0.1629147267
363	0.1627274704
364	0.1624437187
365	0.1621655452
366	0.1618669811
367	0.1616990902
368	0.1616041898
369	0.1614756441
370	0.1613578634
371	0.1612175405
372	0.1609990257
373	0.1608725567
374	0.1607271384
375	0.1605063992
376	0.1603699816
377	0.1600494726
378	0.1599258504
379	0.1597034019
380	0.1595513651
381	0.1593766672
382	0.15925432
383	0.1591613615
384	0.1589369329
385	0.1587734536
386	0.1586659367
387	0.1585235461
388	0.1583797928
389	0.1581634261
390	0.1580428433
391	0.1578534691
392	0.1577081446
393	0.1575850713
394	0.1574699269
395	0.1573547704
396	0.1572319247
397	0.1571319754
398	0.1570183354
399	0.1569179265
400	0.1568211103
401	0.156606257
402	0.1565087963
403	0.1563086546
404	0.1561247794
405	0.156015971
406	0.1559358942
407	0.1557847141
408	0.1556150217
409	0.1555006765
410	0.1554559588
411	0.1553547725
412	0.1550973511
413	0.1549366178
414	0.1548951049
415	0.1547389136
416	0.1546816183
417	0.1545878837
418	0.1543363632
419	0.1541675678
420	0.1540540371
421	0.1539283307
422	0.1537638196
423	0.1536908845
424	0.153614344
425	0.1534955431
426	0.1533238637
427	0.1532476049
428	0.1530432715
429	0.1530186794
430	0.1529230634
431	0.1528008762
432	0.1526829628
433	0.1525437088
434	0.1524599875
435	0.1523068869
436	0.1522271139
437	0.1520529779
438	0.1519357913
439	0.1518989043
440	0.1517588294
441	0.1517047169
442	0.151642113
443	0.1515943522
444	0.1513977653
445	0.1513269883
446	0.1512184807
447	0.1511358424
448	0.1509966424
449	0.1509149877
450	0.1507672288
451	0.1506047684
452	0.1504270944
453	0.1503117883
454	0.1502512839
455	0.1500491848
456	0.149982543
457	0.1499069043
458	0.1498017884
459	0.1496128043
460	0.1494636067
461	0.1494011564
462	0.1493407067
463	0.1492582939
464	0.1491722079
465	0.1491207835
466	0.1490483391
467	0.1489460713
468	0.1489027046
469	0.1487468542
470	0.1486352943
471	0.148537371
472	0.1483981155
473	0.148296642
474	0.1482310429
475	0.1481501351
476	0.1480898218
477	0.1480069174
478	0.1479352294
479	0.1478666305
480	0.1478100416
481	0.1477195984
482	0.1476263612
483	0.1475447456
484	0.1473689871
485	0.1473156296
486	0.1472197377
487	0.1471403171
488	0.1470063957
489	0.1469286529
490	0.1467764478
491	0.1466728286
492	0.1466320456
493	0.1465418026
494	0.1464552984
495	0.1462878145
496	0.146249418
497	0.1461330725
498	0.1460061118
499	0.145873297
500	0.1458287127
501	0.1457353078
502	0.1456931527
503	0.145598844
504	0.1455043892
505	0.1454495943
506	0.1453546629
507	0.1452607445
508	0.145168534
509	0.1451333206
510	0.1449775833
511	0.1448942467
512	0.144820145
513	0.1448000241
514	0.1447083738
515	0.1446422705
516	0.1444471783
517	0.144399621
518	0.1443063094
519	0.1441861221
520	0.1441095674
521	0.1439722057
522	0.1439474418
523	0.1438492648
524	0.143746128
525	0.1436368115
526	0.1435801979
527	0.1434899008
528	0.1434048269
529	0.143377178
530	0.1433093943
531	0.1432149242
532	0.1430890157
533	0.142995088
534	0.1429747138
535	0.1428797431
536	0.142787492
537	0.1427526035
538	0.142674226
539	0.1426225687
540	0.1425117323
541	0.1424185054
542	0.1423311917
543	0.1422100786
544	0.1421667023
545	0.1420936704
546	0.1419525945
547	0.1418374646
548	0.1416739487
549	0.1415965344
550	0.1415207321
551	0.1414165281
552	0.1412691826
553	0.1411122577
554	0.1409991179
555	0.1409003485
556	0.1408114289
557	0.1407400431
558	0.1406750516
559	0.1406587666
560	0.140605037
561	0.1405759479
562	0.1405336257
563	0.140463948
564	0.1404222726
565	0.1403139045
566	0.1402280101
567	0.1401985922
568	0.1401591232
569	0.140118209
570	0.1400237218
571	0.1400088166
572	0.1399541518
573	0.1399127567
574	0.1398123071
575	0.1397907922
576	0.1397435423
577	0.139521035
578	0.1394622827
579	0.1393753162
580	0.139255859
581	0.1391759217
582	0.139094526
583	0.1390116843
584	0.1388827559
585	0.138844577
586	0.138814528
587	0.138734177
588	0.13870003
589	0.138604829
590	0.1385903695
591	0.138492998
592	0.1384797932
593	0.1383991277
594	0.1383512851
595	0.1382436882
596	0.1382042023
597	0.1380978456
598	0.1380301899
599	0.1379658839
600	0.1378941164
601	0.1378547057
602	0.1377874393
603	0.1377014962
604	0.1376421724
605	0.1376098837
606	0.1375237753
607	0.1374592692
608	0.1373283035
609	0.1372568064
610	0.1371774487
611	0.1371467852
612	0.1370868902
613	0.137003099
614	0.1369662953
615	0.1369280637
616	0.1369012986
617	0.1368543746
618	0.1367736549
619	0.1366540327
620	0.1365599006
621	0.1364866005
622	0.1364071609
623	0.1363313638
624	0.136298
625	0.136238161
626	0.1361543142
627	0.1360706186
628	0.1359750311
629	0.1359490396
630	0.1358464221
631	0.1357731287
632	0.1356350879
633	0.1355568591
634	0.1354457372
635	0.135379848
636	0.1353282017
637	0.1353060727
638	0.1352264345
639	0.1351723755
640	0.1350999518
641	0.135088855
642	0.1350646976
643	0.1350103011
644	0.1349389186
645	0.1348760675
646	0.134842444
647	0.1347584965
648	0.1347201978
649	0.1345383955
650	0.1344558234
651	0.1343890852
652	0.1343323083
653	0.1343035195
654	0.1342802212
655	0.1342245989
656	0.134109019
657	0.1340351456
658	0.1339510902
659	0.133892649
660	0.1338419086
661	0.1337694565
662	0.1335832707
663	0.1335446746
664	0.133468464
665	0.1334149311
666	0.133389033
667	0.1333351899
668	0.1332518672
669	0.1330673747
670	0.1330242324
671	0.1329564673
672	0.1328929658
673	0.1328315319
674	0.1327638558
675	0.1326163992
676	0.1325736578
677	0.1324886716
678	0.1324004427
679	0.1323450394
680	0.1322825015
681	0.1322127907
682	0.1321638843
683	0.1321005062
684	0.1320363512
685	0.1319747212
686	0.1319094263
687	0.1318542362
688	0.1317871269
689	0.1317451907
690	0.1316792741
691	0.1316172475
692	0.1315652178
693	0.1315209439
694	0.1313841336
695	0.1312951431
696	0.1312498499
697	0.1311770103
698	0.1311389806
699	0.1310787958
700	0.1310359709
701	0.1310014128
702	0.1309355478
703	0.1309134533
704	0.1308765517
705	0.1307666238
706	0.1306376711
707	0.1305441428
708	0.1305056663
709	0.1304745669
710	0.1304253409
711	0.1304060133
712	0.1303599907
713	0.1302842103
714	0.1302324204
715	0.1301908541
716	0.1301503128
717	0.1300965076
718	0.1300159954
719	0.1299471122
720	0.1298502489
721	0.1298117888
722	0.1297420155
723	0.1296966574
724	0.1296623237
725	0.1296132083
726	0.1295843836
727	0.1294688694
728	0.1294135235
729	0.1293743917
730	0.1292939142
731	0.1292468556
732	0.1292151938
733	0.1291468637
734	0.1291147561
735	0.1290741981
736	0.1290285447
737	0.1289752353
738	0.1289459123
739	0.1289070529
740	0.1288719628
741	0.1288229849
742	0.1287416604
743	0.1287027866
744	0.1286374959
745	0.1285743566
746	0.1285265469
747	0.1284828888
748	0.1284702536
749	0.1284316721
750	0.1283500106
751	0.1283343635
752	0.1282929101
753	0.128275609
754	0.1282358494
755	0.1281863394
756	0.1281538387
757	0.1281371257
758	0.128113257
759	0.1280542616
760	0.1280034785
761	0.1279782027
762	0.1279138668
763	0.1278419227
764	0.1277622751
765	0.1277189979
766	0.1276820462
767	0.127640075
768	0.1276031908
769	0.1275424563
770	0.1274940037
771	0.1274239535
772	0.1273953503
773	0.127334363
774	0.1272846792
775	0.1272376536
776	0.1271708379
777	0.1271553178
778	0.1270985932
779	0.1270853934
780	0.1270446183
781	0.1269518824
782	0.1269092756
783	0.126849728
784	0.1268092797
785	0.1267919611
786	0.1267489015
787	0.1266845515
788	0.1266376696
789	0.1265713958
790	0.1265572746
791	0.1265317064
792	0.126434459
793	0.1264290446
794	0.1263947898
795	0.1263405792
796	0.1262498723
797	0.1262193004
798	0.1261496464
799	0.1260737915
800	0.1260500741
801	0.1260095373
802	0.1259580036
803	0.1258979642
804	0.1258489611
805	0.1258068203
806	0.1257286993
807	0.1256928835
808	0.1256342927
809	0.1255938752
810	0.1255386215
811	0.1255152274
812	0.1254793977
813	0.1254635302
814	0.1254251766
815	0.1253776359
816	0.1253527453
817	0.1253326652
818	0.1252808889
819	0.1252216243
820	0.1251740701
821	0.1251439874
822	0.1250956452
823	0.1250756676
824	0.125030092
825	0.1249929283
826	0.124970828
827	0.1249555414
828	0.1249177323
829	0.1248572568
830	0.1248352436
831	0.1247780273
832	0.1247052505
833	0.1246321529
834	0.1245872203
835	0.1245387901
836	0.1245098845
837	0.1244395382
838	0.1244190566
839	0.1244097254
840	0.1243741184
841	0.124308716
842	0.1242728868
843	0.1242129618
844	0.1241586432
845	0.124136073
846	0.1240670417
847	0.1240164235
848	0.1239942378
849	0.1239761724
850	0.1239169542
851	0.123875077
852	0.1238318442
853	0.1238107999
854	0.1237574262
855	0.1237180805
856	0.1236735018
857	0.1236271445
858	0.1235821372
859	0.1235182921
860	0.1234856192
861	0.1234596407
862	0.1234351671
863	0.1233785378
864	0.1232800775
865	0.12324225
866	0.1232035899
867	0.1231793559
868	0.123147734
869	0.1230930247
870	0.1230429921
871	0.1229945332
872	0.1229662966
873	0.1229327355
874	0.1229105366
875	0.1228730001
876	0.122829339
877	0.1227835341
878	0.122742874
879	0.1227077525
880	0.1226633312
881	0.1226089745
882	0.1225891615
883	0.1225470832
884	0.1225118491
885	0.1224932175
886	0.1224592232
887	0.1224227244
888	0.1223500372
889	0.1223162192
890	0.1222723142
891	0.1222502828
892	0.122199098
893	0.1221488773
894	0.1221177968
895	0.122089851
896	0.1220266861
897	0.1220216707
898	0.1219820605
899	0.1219613267
900	0.121913984
901	0.1218711099
902	0.1218329436
903	0.1217842703
904	0.1217516079
905	0.1217117425
906	0.1216789733
907	0.1216492814
908	0.1216082104
909	0.1215815584
910	0.1215408649
911	0.1215129425
912	0.1214600108
913	0.121434442
914	0.1214192791
915	0.1213996142
916	0.1213416231
917	0.1213047982
918	0.1212578743
919	0.1212222633
920	0.121195353
921	0.1211540962
922	0.1211368487
923	0.1210739425
924	0.1210507367
925	0.1209987671
926	0.1209756791
927	0.1209248953
928	0.1208991527
929	0.1208679544
930	0.1208340346
931	0.1208084348
932	0.1207654452
933	0.120743004
934	0.1206935938
935	0.1206592243
936	0.1206294532
937	0.1206019996
938	0.1205530766
939	0.1205214054
940	0.1204929811
941	0.1204719629
942	0.1204335703
943	0.1203796665
944	0.1203399052
945	0.1203305332
946	0.1202996784
947	0.1202505103
948	0.1202152114
949	0.120170836
950	0.1201130472
951	0.1200836187
952	0.1200497011
953	0.1200093038
954	0.1199688176
955	0.119959696
956	0.1199167762
957	0.11989077
958	0.119845137
959	0.1197983586
960	0.1197671296
961	0.1197144122
962	0.1196751603
963	0.1196662647
964	0.1196448527
965	0.1196237656
966	0.1196005479
967	0.1195432426
968	0.119498155
969	0.1194644241
970	0.1194431265
971	0.1193909647
972	0.1193544688
973	0.1193358038
974	0.119293796
975	0.1192697025
976	0.1192381231
977	0.1191987057
978	0.1191814995
979	0.1191515937
980	0.1191245736
981	0.1190881102
982	0.1190630815
983	0.119041108
984	0.1190146498
985	0.1189629869
986	0.1189544077
987	0.118948985
988	0.1189182231
989	0.1188984062
990	0.1188501334
991	0.1188020973
992	0.1187518537
993	0.1186878465
994	0.1186638046
995	0.1186383806
996	0.1186037159
997	0.1185589812
998	0.1185235378
999	0.1185035633
